"id","asin.original","asin.variant","review_data","date.date","date.unix","name","rating","title","review","verified_purchase","media"
"R19YR68NQ6UZ7C","B09T9X4VYH","","Reviewed in the United States on October 9, 2022","October 9, 2022",1665270000,"Shanna H.",4,"Great travel/grab bag activity","Our kids ages 3-7 love these. Used for travel and kept in our “go” bag for restaurants, appts., etc as we are tech free as much as possible. Some of the magnetic balls don’t work, but overall it’s good product.",false,"[]"
