"id","asin.original","asin.variant","review_data","date.date","date.unix","name","rating","title","review","verified_purchase","media"
"R18IUVEZU0WLAH","B0BZTV3WK1","B0BZTV3WK1","Reviewed in the United States 🇺🇸 on April 22, 2023","April 22, 2023",1682118000,"Misti Pyles",5,"Sturdy enough to hold up to a toddler!","This is a great toy to keep on hand for my three year old nephew. He spends hours playing with magnets, and it also helps him develop his coordination and matching skills (something he sometimes struggles with). The magnetic board is sturdy enough to withstand his roughhousing, and it's self-contained, so I'm not worried about him breaking it and losing the pieces.",false,"[]"
"RZ6VC4MOEQTE9","B0BZTV3WK1","B0BZTV3WK1","Reviewed in the United States 🇺🇸 on April 18, 2023","April 18, 2023",1681772400,"Angela",5,"Best toy ever","for travel.great gift for my 22 month old grand niece. She loves it and it keeps her attention for a long time! Would recommend highly!!",false,"[]"
"RUCH3WN32LQN4","B0BZTV3WK1","B0BZTV3WK1","Reviewed in the United States 🇺🇸 on April 12, 2023","April 12, 2023",1681254000,"Tanya",5,"Perfect upgrade from the ""other"" one we had!","I have other brands of products at the same time, but I feel that this one is smoother to use",false,"[""https://m.media-amazon.com/images/I/71W6jRxsafL._SL1600_.jpg""]"
